Rank,Name,Role,Game Type,Map,Game Rank,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
12,Omen,controller,Competitive,All,Ascendant 3,0.99,"['15', '15.2', '8.3']",49.1,6.2,204,0.1,17414
13,Cypher,sentinel,Competitive,All,Ascendant 3,1.01,"['15', '14.8', '4.7']",49.0,5.3,201,0.2,14786
14,Astra,controller,Competitive,All,Ascendant 3,1.04,"['15.1', '14.6', '7']",48.9,3.2,205,0.2,8958
15,Fade,initiator,Competitive,All,Ascendant 3,0.97,"['14.6', '15.1', '6.5']",48.2,4.7,201,0.1,13176
16,Neon,duelist,Competitive,All,Ascendant 3,0.98,"['16.1', '16.5', '4.2']",48.2,1.3,225,0.1,3524
17,Yoru,duelist,Competitive,All,Ascendant 3,1.01,"['16.1', '15.9', '4.5']",48.0,0.9,220,0.1,2474
18,Chamber,sentinel,Competitive,All,Ascendant 3,1.1,"['16.5', '15.1', '2.7']",48.0,2.4,220,0.1,6704
19,Harbor,controller,Competitive,All,Ascendant 3,0.94,"['14.2', '15.1', '6.1']",45.9,0.8,195,0.1,2333
20,KAY/O,initiator,Competitive,All,Ascendant 3,0.93,"['14.7', '15.7', '9.4']",45.9,3.1,207,0.1,8791
1,Sova,initiator,Competitive,Split,Ascendant 3,1.01,"['15.2', '15', '5.5']",54.5,0.9,212,0.1,367
2,Brimstone,controller,Competitive,Split,Ascendant 3,1.0,"['14.9', '14.9', '9.8']",53.9,3.9,211,0.1,1563
3,Sage,sentinel,Competitive,Split,Ascendant 3,0.98,"['14.7', '15', '7.6']",50.9,13.4,205,0.1,5356
4,Raze,duelist,Competitive,Split,Ascendant 3,1.05,"['17.1', '16.2', '5']",50.5,14.0,246,0.1,5613
5,Omen,controller,Competitive,Split,Ascendant 3,1.01,"['15.3', '15.1', '8.2']",50.5,10.2,209,0.1,4092
6,Phoenix,duelist,Competitive,Split,Ascendant 3,1.09,"['17.4', '15.9', '4.6']",50.2,1.5,239,0.1,619
7,Skye,initiator,Competitive,Split,Ascendant 3,0.97,"['14.8', '15.2', '7.6']",50.1,5.4,201,0.1,2158
8,Killjoy,sentinel,Competitive,Split,Ascendant 3,1.04,"['15.1', '14.5', '3.7']",49.2,6.2,208,0.2,2489
9,Jett,duelist,Competitive,Split,Ascendant 3,1.06,"['17.2', '16.2', '3.7']",49.0,10.4,239,0.1,4166
10,Astra,controller,Competitive,Split,Ascendant 3,1.07,"['15.5', '14.5', '7']",48.9,4.3,211,0.2,1733
11,Neon,duelist,Competitive,Split,Ascendant 3,1.02,"['16.2', '15.9', '4.2']",48.8,0.6,225,0.1,256
12,Reyna,duelist,Competitive,Split,Ascendant 3,1.1,"['17.6', '15.9', '4.5']",48.6,8.9,242,0.1,3563
13,Chamber,sentinel,Competitive,Split,Ascendant 3,1.1,"['16.9', '15.3', '2.9']",47.9,1.5,225,0.1,606
14,KAY/O,initiator,Competitive,Split,Ascendant 3,0.95,"['15.1', '15.8', '9.5']",47.7,3.1,211,0.1,1242
15,Fade,initiator,Competitive,Split,Ascendant 3,1.02,"['15.4', '15.1', '6.1']",47.0,3.6,208,0.1,1451
16,Cypher,sentinel,Competitive,Split,Ascendant 3,1.02,"['15', '14.8', '4.6']",46.4,6.4,203,0.2,2552
17,Breach,initiator,Competitive,Split,Ascendant 3,0.92,"['14.1', '15.4', '7.5']",44.6,3.8,196,0.1,1543
18,Viper,controller,Competitive,Split,Ascendant 3,1.09,"['15.9', '14.7', '5.6']",44.6,0.7,219,0.2,294
19,Yoru,duelist,Competitive,Split,Ascendant 3,1.0,"['16.2', '16.2', '4.7']",38.7,0.8,220,0.1,305
20,Harbor,controller,Competitive,Split,Ascendant 3,0.98,"['14.3', '14.5', '6.1']",34.5,0.3,206,0.1,113
1,Harbor,controller,Competitive,Ascent,Ascendant 3,0.93,"['13.8', '14.8', '6.4']",56.9,0.1,195,0.1,58
2,Raze,duelist,Competitive,Ascent,Ascendant 3,1.05,"['17', '16.2', '5.3']",53.1,4.9,241,0.1,1989
3,Phoenix,duelist,Competitive,Ascent,Ascendant 3,1.09,"['17.1', '15.7', '5.1']",51.2,3.5,237,0.1,1423
4,Reyna,duelist,Competitive,Ascent,Ascendant 3,1.11,"['17.5', '15.8', '4.5']",51.0,10.7,240,0.1,4310
5,Brimstone,controller,Competitive,Ascent,Ascendant 3,0.98,"['14.7', '15', '10.5']",50.6,4.9,207,0.2,1969
6,Skye,initiator,Competitive,Ascent,Ascendant 3,0.94,"['14.6', '15.5', '7.7']",50.5,1.5,199,0.1,622
7,Sova,initiator,Competitive,Ascent,Ascendant 3,1.01,"['14.9', '14.7', '6.3']",49.5,12.2,207,0.2,4884
8,Cypher,sentinel,Competitive,Ascent,Ascendant 3,1.04,"['15.2', '14.7', '4.8']",49.1,4.2,203,0.2,1686
9,Jett,duelist,Competitive,Ascent,Ascendant 3,1.07,"['17.3', '16.2', '3.6']",48.8,17.0,237,0.1,6832
10,Killjoy,sentinel,Competitive,Ascent,Ascendant 3,1.02,"['14.8', '14.5', '3.7']",48.6,11.0,202,0.2,4422
11,Neon,duelist,Competitive,Ascent,Ascendant 3,0.95,"['15.5', '16.3', '3.9']",48.6,0.6,217,0.1,247
12,Fade,initiator,Competitive,Ascent,Ascendant 3,0.95,"['14.3', '15.1', '6.9']",48.5,3.2,196,0.1,1295
13,Astra,controller,Competitive,Ascent,Ascendant 3,1.03,"['15.2', '14.7', '8.3']",48.5,3.0,206,0.2,1219
14,Sage,sentinel,Competitive,Ascent,Ascendant 3,0.97,"['14.5', '14.9', '7.3']",48.4,4.2,200,0.1,1687
15,Omen,controller,Competitive,Ascent,Ascendant 3,0.98,"['15', '15.3', '9.2']",47.3,11.0,204,0.1,4416
16,KAY/O,initiator,Competitive,Ascent,Ascendant 3,0.93,"['14.5', '15.5', '9.7']",46.2,4.5,204,0.1,1810
17,Breach,initiator,Competitive,Ascent,Ascendant 3,0.9,"['13.6', '15.2', '7.3']",44.3,0.7,192,0.2,264
18,Yoru,duelist,Competitive,Ascent,Ascendant 3,0.94,"['15.1', '16.1', '4.6']",43.9,0.7,207,0.1,271
19,Chamber,sentinel,Competitive,Ascent,Ascendant 3,1.04,"['16.1', '15.6', '2.7']",43.8,1.7,213,0.1,680
20,Viper,controller,Competitive,Ascent,Ascendant 3,0.99,"['14.6', '14.7', '5.6']",40.6,0.3,208,0.1,106
1,Phoenix,duelist,Competitive,Haven,Ascendant 3,1.11,"['17.4', '15.7', '4.8']",53.7,5.0,241,0.1,2028
2,Brimstone,controller,Competitive,Haven,Ascendant 3,0.98,"['14.9', '15.1', '9.8']",53.0,4.4,206,0.2,1797
3,Sage,sentinel,Competitive,Haven,Ascendant 3,0.95,"['14.5', '15.3', '7.2']",51.7,5.4,199,0.1,2181
4,Killjoy,sentinel,Competitive,Haven,Ascendant 3,1.04,"['15.1', '14.5', '3.6']",51.5,7.3,206,0.2,2968
5,Skye,initiator,Competitive,Haven,Ascendant 3,0.97,"['14.9', '15.3', '7.5']",51.0,3.1,203,0.1,1256
6,Raze,duelist,Competitive,Haven,Ascendant 3,1.05,"['16.7', '15.9', '4.7']",50.9,5.4,239,0.1,2178
7,Omen,controller,Competitive,Haven,Ascendant 3,0.98,"['14.8', '15.1', '8.5']",50.8,12.0,201,0.1,4896
8,Reyna,duelist,Competitive,Haven,Ascendant 3,1.12,"['17.6', '15.7', '4.5']",50.8,11.0,241,0.1,4453
9,Astra,controller,Competitive,Haven,Ascendant 3,1.06,"['15.3', '14.4', '7.4']",50.8,2.3,207,0.2,920
10,Breach,initiator,Competitive,Haven,Ascendant 3,0.94,"['14.7', '15.6', '7.7']",50.5,2.5,201,0.1,1023
11,Cypher,sentinel,Competitive,Haven,Ascendant 3,1.01,"['14.9', '14.9', '4.7']",50.2,6.3,201,0.1,2576
12,Sova,initiator,Competitive,Haven,Ascendant 3,1.01,"['15', '14.8', '5.8']",49.8,9.7,207,0.1,3941
13,Fade,initiator,Competitive,Haven,Ascendant 3,0.96,"['14.4', '15.1', '6.9']",49.5,4.1,198,0.2,1658
14,Chamber,sentinel,Competitive,Haven,Ascendant 3,1.13,"['16.6', '14.7', '2.5']",49.4,2.1,221,0.1,865
15,Jett,duelist,Competitive,Haven,Ascendant 3,1.07,"['17.4', '16.2', '3.6']",49.1,15.6,237,0.1,6333
16,Yoru,duelist,Competitive,Haven,Ascendant 3,1.07,"['17.4', '16.3', '4.6']",48.6,0.7,233,0.1,296
17,Neon,duelist,Competitive,Haven,Ascendant 3,0.94,"['15.7', '16.7', '4.2']",44.8,0.9,219,0.1,357
18,KAY/O,initiator,Competitive,Haven,Ascendant 3,0.92,"['14.5', '15.8', '9.7']",44.5,2.0,206,0.1,804
19,Viper,controller,Competitive,Haven,Ascendant 3,0.97,"['14.2', '14.7', '5.3']",37.5,0.1,202,0.2,56
20,Harbor,controller,Competitive,Haven,Ascendant 3,0.85,"['12.5', '14.8', '6.7']",37.1,0.2,179,0.1,62
1,Skye,initiator,Competitive,Icebox,Ascendant 3,0.98,"['14.9', '15.2', '7.2']",52.9,0.8,203,0.2,308
2,Fade,initiator,Competitive,Icebox,Ascendant 3,0.98,"['14.9', '15.2', '6.1']",52.1,1.5,204,0.1,608
3,Sova,initiator,Competitive,Icebox,Ascendant 3,1.0,"['14.8', '14.8', '5.4']",51.8,14.8,204,0.2,5854
4,Killjoy,sentinel,Competitive,Icebox,Ascendant 3,1.05,"['15.2', '14.4', '3.4']",51.7,6.4,206,0.2,2505
5,Raze,duelist,Competitive,Icebox,Ascendant 3,1.03,"['16.7', '16.2', '4.5']",51.1,6.1,237,0.1,2394
6,Sage,sentinel,Competitive,Icebox,Ascendant 3,0.95,"['14.1', '14.9', '7']",50.5,11.7,194,0.1,4620
7,Harbor,controller,Competitive,Icebox,Ascendant 3,0.97,"['15', '15.4', '6.4']",50.4,0.7,201,0.2,264
8,Viper,controller,Competitive,Icebox,Ascendant 3,1.02,"['15.2', '14.8', '5.8']",50.1,16.1,208,0.2,6344
9,Reyna,duelist,Competitive,Icebox,Ascendant 3,1.13,"['18', '16', '4.2']",49.6,12.8,249,0.1,5063
10,Jett,duelist,Competitive,Icebox,Ascendant 3,1.08,"['17.7', '16.4', '3.8']",49.6,16.7,246,0.1,6578
11,Chamber,sentinel,Competitive,Icebox,Ascendant 3,1.07,"['16.2', '15.2', '2.6']",48.0,2.7,218,0.1,1076
12,Breach,initiator,Competitive,Icebox,Ascendant 3,0.85,"['13.2', '15.5', '6.2']",46.5,0.4,190,0.2,142
13,Brimstone,controller,Competitive,Icebox,Ascendant 3,0.98,"['15', '15.3', '7.6']",46.5,0.6,209,0.2,241
14,Cypher,sentinel,Competitive,Icebox,Ascendant 3,0.99,"['15', '15.2', '4.2']",46.3,1.3,197,0.1,497
15,KAY/O,initiator,Competitive,Icebox,Ascendant 3,0.92,"['14.7', '16', '9.2']",46.1,3.0,206,0.1,1167
16,Yoru,duelist,Competitive,Icebox,Ascendant 3,1.01,"['16.2', '16', '3.9']",45.1,0.8,217,0.1,319
17,Phoenix,duelist,Competitive,Icebox,Ascendant 3,1.05,"['16.8', '16', '4.2']",45.1,1.0,231,0.1,410
18,Neon,duelist,Competitive,Icebox,Ascendant 3,0.94,"['16', '17.1', '4.2']",43.1,0.8,225,0.1,327
19,Omen,controller,Competitive,Icebox,Ascendant 3,0.96,"['14.9', '15.6', '6.3']",42.5,1.6,206,0.1,636
20,Astra,controller,Competitive,Icebox,Ascendant 3,0.94,"['14.4', '15.2', '5.5']",42.1,0.2,203,0.2,76
1,Reyna,duelist,Competitive,Fracture,Ascendant 3,1.13,"['17.7', '15.7', '4.5']",53.0,9.7,241,0.1,3803
2,Brimstone,controller,Competitive,Fracture,Ascendant 3,1.01,"['14.9', '14.7', '9.6']",52.4,13.1,208,0.2,5139
3,Yoru,duelist,Competitive,Fracture,Ascendant 3,0.98,"['15.4', '15.7', '4.7']",51.9,0.8,214,0.1,310
4,Sage,sentinel,Competitive,Fracture,Ascendant 3,0.96,"['14.2', '14.8', '6.8']",50.0,4.7,196,0.1,1845
5,Killjoy,sentinel,Competitive,Fracture,Ascendant 3,1.03,"['14.8', '14.4', '3.8']",50.0,7.5,204,0.2,2947
6,Neon,duelist,Competitive,Fracture,Ascendant 3,1.0,"['16.5', '16.5', '4.2']",49.6,2.9,229,0.1,1152
7,Jett,duelist,Competitive,Fracture,Ascendant 3,1.1,"['17.4', '15.8', '3.6']",49.4,13.4,238,0.1,5262
8,Raze,duelist,Competitive,Fracture,Ascendant 3,1.06,"['16.9', '15.9', '4.6']",49.4,9.3,240,0.1,3654
9,Phoenix,duelist,Competitive,Fracture,Ascendant 3,1.11,"['17.1', '15.3', '4.5']",49.3,1.8,238,0.1,706
10,Breach,initiator,Competitive,Fracture,Ascendant 3,0.94,"['14.4', '15.2', '7.5']",48.8,13.7,197,0.1,5374
11,Sova,initiator,Competitive,Fracture,Ascendant 3,1.04,"['14.9', '14.3', '5.1']",48.7,0.4,208,0.1,150
12,Cypher,sentinel,Competitive,Fracture,Ascendant 3,0.99,"['14.8', '15', '4.8']",48.5,6.5,198,0.2,2557
13,Chamber,sentinel,Competitive,Fracture,Ascendant 3,1.08,"['16.3', '15', '2.8']",47.4,2.5,218,0.1,999
14,Fade,initiator,Competitive,Fracture,Ascendant 3,0.97,"['14.6', '15.1', '6.3']",47.3,3.8,202,0.1,1501
15,Viper,controller,Competitive,Fracture,Ascendant 3,1.0,"['14.8', '14.8', '5.9']",46.9,3.4,206,0.2,1320
16,Astra,controller,Competitive,Fracture,Ascendant 3,1.03,"['15.4', '14.9', '6.7']",46.2,1.0,204,0.1,405
17,Omen,controller,Competitive,Fracture,Ascendant 3,0.89,"['14.1', '15.8', '7.1']",45.3,1.0,193,0.1,375
18,KAY/O,initiator,Competitive,Fracture,Ascendant 3,0.94,"['14.6', '15.5', '9.6']",44.3,3.0,206,0.1,1162
19,Skye,initiator,Competitive,Fracture,Ascendant 3,0.98,"['14.7', '15', '6.8']",44.2,1.2,206,0.1,457
20,Harbor,controller,Competitive,Fracture,Ascendant 3,0.82,"['12.5', '15.2', '5.8']",43.9,0.4,177,0.1,148
1,Yoru,duelist,Competitive,Pearl,Ascendant 3,1.04,"['15.9', '15.3', '4.4']",57.0,1.3,222,0.1,512
2,Sage,sentinel,Competitive,Pearl,Ascendant 3,0.94,"['14', '14.8', '7.3']",52.8,5.8,194,0.1,2313
3,Phoenix,duelist,Competitive,Pearl,Ascendant 3,1.11,"['17.3', '15.6', '5.1']",51.8,5.9,242,0.1,2357
4,Viper,controller,Competitive,Pearl,Ascendant 3,1.03,"['15.2', '14.8', '6.4']",51.7,7.0,210,0.2,2772
5,Killjoy,sentinel,Competitive,Pearl,Ascendant 3,1.05,"['15', '14.3', '3.8']",51.1,5.4,209,0.2,2163
6,Cypher,sentinel,Competitive,Pearl,Ascendant 3,1.03,"['15.1', '14.7', '4.7']",51.0,7.8,202,0.1,3108
7,Brimstone,controller,Competitive,Pearl,Ascendant 3,1.0,"['14.9', '15', '9.1']",50.1,2.8,209,0.2,1130
8,Astra,controller,Competitive,Pearl,Ascendant 3,1.02,"['14.8', '14.5', '6.9']",49.7,7.4,201,0.2,2935
9,Sova,initiator,Competitive,Pearl,Ascendant 3,0.97,"['14.4', '14.9', '5.6']",49.5,1.6,201,0.2,636
10,Chamber,sentinel,Competitive,Pearl,Ascendant 3,1.11,"['16.5', '14.8', '2.7']",49.4,2.5,222,0.1,1003
11,Neon,duelist,Competitive,Pearl,Ascendant 3,0.95,"['15.6', '16.5', '4.3']",49.3,1.3,221,0.1,511
12,Jett,duelist,Competitive,Pearl,Ascendant 3,1.05,"['17', '16.1', '3.7']",49.2,14.2,233,0.1,5646
13,Reyna,duelist,Competitive,Pearl,Ascendant 3,1.12,"['17.6', '15.8', '4.4']",48.9,10.9,245,0.1,4324
14,Fade,initiator,Competitive,Pearl,Ascendant 3,0.97,"['14.6', '15.1', '6.5']",48.5,12.3,202,0.1,4881
15,Raze,duelist,Competitive,Pearl,Ascendant 3,1.04,"['16.5', '15.9', '5']",48.3,5.2,239,0.1,2054
16,Omen,controller,Competitive,Pearl,Ascendant 3,0.98,"['15.2', '15.5', '7.2']",48.0,1.1,207,0.1,444
17,Skye,initiator,Competitive,Pearl,Ascendant 3,0.95,"['14.7', '15.5', '7.4']",47.2,1.8,204,0.1,701
18,KAY/O,initiator,Competitive,Pearl,Ascendant 3,0.95,"['14.8', '15.6', '9']",46.0,3.8,209,0.1,1521
19,Breach,initiator,Competitive,Pearl,Ascendant 3,0.91,"['14.2', '15.6', '7.3']",42.3,0.7,202,0.1,293
20,Harbor,controller,Competitive,Pearl,Ascendant 3,0.91,"['13.6', '15', '5.9']",40.8,1.3,190,0.1,503
1,Brimstone,controller,Competitive,Lotus,Ascendant 3,1.0,"['14.8', '14.7', '8.8']",55.5,4.1,208,0.2,1628
2,Viper,controller,Competitive,Lotus,Ascendant 3,1.1,"['15.9', '14.5', '5.3']",53.2,1.0,212,0.2,380
3,Breach,initiator,Competitive,Lotus,Ascendant 3,0.94,"['14.3', '15.1', '7.6']",53.0,9.2,197,0.1,3659
4,Skye,initiator,Competitive,Lotus,Ascendant 3,0.96,"['14.5', '15.1', '7.4']",52.6,2.8,196,0.2,1107
5,Sage,sentinel,Competitive,Lotus,Ascendant 3,0.96,"['14.4', '15', '7']",51.2,4.2,197,0.1,1683
6,Killjoy,sentinel,Competitive,Lotus,Ascendant 3,1.06,"['15.3', '14.4', '3.7']",51.1,8.4,208,0.2,3351
7,Raze,duelist,Competitive,Lotus,Ascendant 3,1.06,"['17', '16', '4.7']",50.0,10.0,241,0.1,3952
8,Jett,duelist,Competitive,Lotus,Ascendant 3,1.08,"['17.4', '16.1', '3.6']",49.7,12.5,238,0.1,4980
9,Reyna,duelist,Competitive,Lotus,Ascendant 3,1.13,"['17.8', '15.8', '4.3']",49.1,11.5,243,0.1,4545
10,Cypher,sentinel,Competitive,Lotus,Ascendant 3,1.02,"['15.3', '15', '4.6']",48.9,4.6,204,0.2,1810
11,Omen,controller,Competitive,Lotus,Ascendant 3,0.98,"['15', '15.2', '7.3']",48.8,6.4,205,0.1,2555
12,Neon,duelist,Competitive,Lotus,Ascendant 3,1.01,"['16.5', '16.4', '4.2']",48.7,1.7,228,0.1,674
13,Chamber,sentinel,Competitive,Lotus,Ascendant 3,1.12,"['16.8', '15', '2.6']",48.5,3.7,224,0.1,1475
14,Harbor,controller,Competitive,Lotus,Ascendant 3,0.96,"['14.5', '15.1', '6.1']",48.4,3.0,199,0.1,1185
15,Astra,controller,Competitive,Lotus,Ascendant 3,1.04,"['15.2', '14.7', '6.5']",47.7,4.2,204,0.2,1670
16,Phoenix,duelist,Competitive,Lotus,Ascendant 3,1.09,"['17.4', '15.9', '4.7']",47.7,2.7,238,0.1,1070
17,Sova,initiator,Competitive,Lotus,Ascendant 3,0.99,"['14.7', '14.8', '5.8']",46.8,1.6,205,0.1,630
18,Fade,initiator,Competitive,Lotus,Ascendant 3,0.95,"['14.4', '15.2', '6.2']",46.6,4.5,197,0.1,1782
19,Yoru,duelist,Competitive,Lotus,Ascendant 3,1.03,"['16.4', '16', '4.4']",45.6,1.2,222,0.1,461
20,KAY/O,initiator,Competitive,Lotus,Ascendant 3,0.92,"['14.5', '15.7', '9.6']",45.5,2.7,205,0.1,1085
1,Sage,sentinel,Competitive,All,Immortal 1,0.97,"['14.5', '15', '7.3']",51.2,6.5,199,0.1,13141
2,Sova,initiator,Competitive,All,Immortal 1,0.99,"['14.6', '14.7', '5.9']",50.4,6.3,203,0.2,12720
3,Killjoy,sentinel,Competitive,All,Immortal 1,1.04,"['15.1', '14.5', '3.6']",50.4,7.8,205,0.2,15923
4,Fade,initiator,Competitive,All,Immortal 1,0.97,"['14.7', '15.2', '6.6']",50.4,4.7,200,0.1,9448
5,Brimstone,controller,Competitive,All,Immortal 1,0.99,"['14.9', '15', '9.6']",50.3,4.5,208,0.1,9209
6,Raze,duelist,Competitive,All,Immortal 1,1.04,"['16.7', '16.2', '4.8']",50.0,7.8,240,0.1,15814
7,Viper,controller,Competitive,All,Immortal 1,1.02,"['15.2', '14.9', '6']",49.9,4.1,208,0.2,8247
8,Astra,controller,Competitive,All,Immortal 1,1.04,"['15.3', '14.7', '7.2']",49.8,3.4,206,0.2,6832
9,Phoenix,duelist,Competitive,All,Immortal 1,1.09,"['17.1', '15.7', '4.8']",49.5,2.9,237,0.1,5789
10,Neon,duelist,Competitive,All,Immortal 1,1.01,"['16.5', '16.4', '4.4']",49.5,1.2,229,0.1,2533
11,Skye,initiator,Competitive,All,Immortal 1,0.96,"['14.8', '15.5', '7.8']",49.4,2.2,202,0.1,4483
12,Reyna,duelist,Competitive,All,Immortal 1,1.1,"['17.6', '15.9', '4.3']",49.3,10.5,240,0.1,21263
13,Breach,initiator,Competitive,All,Immortal 1,0.93,"['14.3', '15.3', '7.7']",49.2,4.8,196,0.1,9709
14,Jett,duelist,Competitive,All,Immortal 1,1.07,"['17.3', '16.3', '3.6']",48.7,14.7,237,0.1,29774
15,Chamber,sentinel,Competitive,All,Immortal 1,1.08,"['16.5', '15.2', '2.7']",48.7,2.1,218,0.1,4207
16,Yoru,duelist,Competitive,All,Immortal 1,0.99,"['15.8', '15.9', '4.3']",48.3,0.8,218,0.1,1647
17,Cypher,sentinel,Competitive,All,Immortal 1,1.01,"['15', '14.9', '4.6']",48.0,5.5,201,0.1,11191
18,Omen,controller,Competitive,All,Immortal 1,0.98,"['14.9', '15.1', '8.4']",47.7,6.4,203,0.1,12932
19,Harbor,controller,Competitive,All,Immortal 1,0.94,"['14.4', '15.3', '6.5']",45.9,0.9,195,0.1,1834
20,KAY/O,initiator,Competitive,All,Immortal 1,0.93,"['14.6', '15.7', '9.5']",43.9,3.1,207,0.1,6225
1,Neon,duelist,Competitive,Split,Immortal 1,1.0,"['16.7', '16.7', '4.7']",55.6,0.6,230,0.1,178
2,Yoru,duelist,Competitive,Split,Immortal 1,1.03,"['16.4', '15.8', '3.8']",54.8,0.7,224,0.1,210
3,Brimstone,controller,Competitive,Split,Immortal 1,0.97,"['14.7', '15.2', '9.9']",52.5,3.5,208,0.1,1028
4,Sage,sentinel,Competitive,Split,Immortal 1,0.99,"['15', '15.1', '7.6']",51.8,13.5,206,0.1,3951
5,Killjoy,sentinel,Competitive,Split,Immortal 1,1.05,"['15.2', '14.5', '3.6']",51.7,6.5,207,0.2,1890
6,Reyna,duelist,Competitive,Split,Immortal 1,1.13,"['17.7', '15.8', '4.4']",50.2,8.5,244,0.1,2470
7,Raze,duelist,Competitive,Split,Immortal 1,1.04,"['17', '16.4', '5']",50.1,14.1,245,0.1,4111
8,Skye,initiator,Competitive,Split,Immortal 1,0.96,"['14.9', '15.5', '8.1']",49.3,5.6,203,0.1,1636
9,Jett,duelist,Competitive,Split,Immortal 1,1.04,"['17.1', '16.4', '3.7']",49.1,11.0,236,0.1,3203
10,Astra,controller,Competitive,Split,Immortal 1,1.05,"['15.6', '14.9', '7.2']",48.4,4.6,209,0.2,1348
11,Chamber,sentinel,Competitive,Split,Immortal 1,1.07,"['16.9', '15.8', '3.1']",48.1,1.3,222,0.1,378
12,Harbor,controller,Competitive,Split,Immortal 1,0.94,"['16.2', '17.3', '7']",47.8,0.2,206,0.1,69
13,Cypher,sentinel,Competitive,Split,Immortal 1,1.01,"['15', '14.8', '4.4']",47.8,6.2,202,0.2,1809
14,Fade,initiator,Competitive,Split,Immortal 1,0.96,"['14.6', '15.3', '5.8']",46.5,3.4,202,0.1,995
15,KAY/O,initiator,Competitive,Split,Immortal 1,0.95,"['14.8', '15.5', '9.6']",46.5,2.8,209,0.1,809
16,Breach,initiator,Competitive,Split,Immortal 1,0.93,"['14.5', '15.6', '8']",46.3,4.2,199,0.1,1226
17,Omen,controller,Competitive,Split,Immortal 1,1.0,"['15.1', '15.1', '8.1']",46.3,10.6,206,0.1,3109
18,Sova,initiator,Competitive,Split,Immortal 1,0.99,"['15.4', '15.7', '5.7']",45.9,0.5,210,0.1,148
19,Viper,controller,Competitive,Split,Immortal 1,0.97,"['14.5', '14.9', '6.2']",45.9,0.7,204,0.2,194
20,Phoenix,duelist,Competitive,Split,Immortal 1,1.05,"['17', '16.2', '4.8']",42.1,1.5,234,0.1,435
1,Harbor,controller,Competitive,Ascent,Immortal 1,0.98,"['15.9', '16.2', '7.1']",56.8,0.1,207,0.1,37
2,Neon,duelist,Competitive,Ascent,Immortal 1,1.01,"['16.3', '16.1', '4.4']",55.4,0.7,225,0.1,195
3,Sage,sentinel,Competitive,Ascent,Immortal 1,0.98,"['14.6', '14.9', '7.2']",54.7,3.2,201,0.1,955
4,Brimstone,controller,Competitive,Ascent,Immortal 1,0.97,"['14.3', '14.8', '10.6']",53.1,3.8,207,0.1,1130
5,Fade,initiator,Competitive,Ascent,Immortal 1,1.0,"['15', '15', '7.1']",52.5,3.1,203,0.2,909
6,Sova,initiator,Competitive,Ascent,Immortal 1,1.02,"['14.7', '14.4', '6.3']",52.3,14.0,206,0.2,4143
7,Breach,initiator,Competitive,Ascent,Immortal 1,1.02,"['15.4', '15.1', '7.6']",52.1,0.5,208,0.1,144
8,Raze,duelist,Competitive,Ascent,Immortal 1,0.99,"['15.9', '16', '5.1']",50.7,4.8,229,0.1,1422
9,Phoenix,duelist,Competitive,Ascent,Immortal 1,1.09,"['17.2', '15.8', '5']",50.7,3.3,239,0.1,967
10,Cypher,sentinel,Competitive,Ascent,Immortal 1,1.01,"['14.8', '14.7', '5']",50.3,4.3,196,0.2,1264
11,Chamber,sentinel,Competitive,Ascent,Immortal 1,1.04,"['15.9', '15.3', '2.7']",49.4,1.7,213,0.1,496
12,Omen,controller,Competitive,Ascent,Immortal 1,0.97,"['14.6', '15.1', '9.5']",49.3,11.7,201,0.1,3461
13,Jett,duelist,Competitive,Ascent,Immortal 1,1.06,"['17.3', '16.3', '3.6']",48.7,17.4,234,0.1,5161
14,Skye,initiator,Competitive,Ascent,Immortal 1,0.97,"['15.2', '15.6', '7.5']",48.6,1.1,205,0.1,329
15,Killjoy,sentinel,Competitive,Ascent,Immortal 1,1.04,"['15.1', '14.6', '3.7']",48.4,11.3,204,0.2,3338
16,Astra,controller,Competitive,Ascent,Immortal 1,1.05,"['15.6', '14.9', '8.6']",48.2,3.3,210,0.2,967
17,Reyna,duelist,Competitive,Ascent,Immortal 1,1.07,"['17.2', '16.1', '4.4']",47.0,10.0,234,0.1,2976
18,KAY/O,initiator,Competitive,Ascent,Immortal 1,0.94,"['14.6', '15.5', '9.7']",44.0,5.1,207,0.1,1499
19,Yoru,duelist,Competitive,Ascent,Immortal 1,0.93,"['15.1', '16.3', '4.6']",40.8,0.7,208,0.1,206
20,Viper,controller,Competitive,Ascent,Immortal 1,0.94,"['13.3', '14.1', '6.7']",34.0,0.2,197,0.1,47
1,Harbor,controller,Competitive,Haven,Immortal 1,1.05,"['15.4', '14.7', '7.2']",56.1,0.2,203,0.2,66
2,Yoru,duelist,Competitive,Haven,Immortal 1,1.01,"['15.6', '15.3', '4.6']",53.0,0.6,220,0.1,185
3,Breach,initiator,Competitive,Haven,Immortal 1,0.94,"['14.3', '15.2', '8.4']",52.1,2.7,195,0.2,777
4,Killjoy,sentinel,Competitive,Haven,Immortal 1,1.04,"['15.1', '14.5', '3.5']",51.1,7.3,206,0.2,2105
5,Sova,initiator,Competitive,Haven,Immortal 1,1.0,"['14.7', '14.7', '5.9']",51.0,10.2,204,0.2,2946
6,Phoenix,duelist,Competitive,Haven,Immortal 1,1.09,"['17.1', '15.8', '4.8']",50.3,4.6,237,0.1,1322
7,Fade,initiator,Competitive,Haven,Immortal 1,0.96,"['14.7', '15.2', '7']",50.1,4.3,199,0.1,1254
